sku_id,topic_id,cnt,total_valid,ratio,topic_keywords,item_name,generated_name
7651903,11,3,35,0.08571428571428572,给妈妈买的、给老妈买的、妈妈很喜欢、给爸爸买的、送给妈妈的、买给老妈用的,comment,小米 红米6 手机
7651903,4,2,35,0.05714285714285714,电池耐用、id、1g、好给力、要脸否、暂时没发现什么问题,comment,小米 红米6 手机
7651927,0,14,49,0.2857142857142857,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米 红米6 手机
7651927,2,4,49,0.08163265306122448,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,小米 红米6 手机
7651927,6,4,49,0.08163265306122448,信赖京东、相信京东、是正品、正品、支持京东、一直在京东购物,comment,小米 红米6 手机
7694047,3,7,40,0.175,支持国产、总之、不吹不黑、麒麟970、值得入手、退了,comment,华为 荣耀9i 手机
7694047,4,3,40,0.075,电池耐用、id、1g、好给力、要脸否、暂时没发现什么问题,comment,华为 荣耀9i 手机
7694047,1,2,40,0.05,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 荣耀9i 手机
7846413,0,24,45,0.5333333333333333,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米8 手机
7846413,5,3,45,0.06666666666666667,京东物流就是快、首先这部手机性价比非常高、不多说了、使用了几天才来评价的、手机手感非常满意、摄像头拍照给力,comment,小米8 手机
7846413,6,3,45,0.06666666666666667,信赖京东、相信京东、是正品、正品、支持京东、一直在京东购物,comment,小米8 手机
8239683,12,7,38,0.18421052631578946,后盖复合材料丝印工艺、2246、中框真空镀3d镭雕、2a快充、1080、0ghz,comment,三星 小米8 手机
8239683,4,4,38,0.10526315789473684,电池耐用、id、1g、好给力、要脸否、暂时没发现什么问题,comment,三星 小米8 手机
8239683,1,3,38,0.07894736842105263,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,三星 小米8 手机
8240587,3,12,48,0.25,支持国产、总之、不吹不黑、麒麟970、值得入手、退了,comment,华为 a3 手机
8240587,17,6,48,0.125,支持国货、支持国产、相信华为、反应快、一直在用华为手机、一如既往的支持华为手机,comment,华为 a3 手机
8240587,1,5,48,0.10416666666666667,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 a3 手机
8344046,12,10,31,0.3225806451612903,后盖复合材料丝印工艺、2246、中框真空镀3d镭雕、2a快充、1080、0ghz,comment,小米 r15 手机
8344046,4,4,31,0.12903225806451613,电池耐用、id、1g、好给力、要脸否、暂时没发现什么问题,comment,小米 r15 手机
8344046,1,3,31,0.0967741935483871,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 r15 手机
8484451,12,8,44,0.18181818181818182,后盖复合材料丝印工艺、2246、中框真空镀3d镭雕、2a快充、1080、0ghz,comment,小米 手机（2246、1号凌晨买的、5g）
8484451,34,8,44,0.18181818181818182,15年前就过了酷派的手机、1号凌晨买的、5g、一千以内价位的手机我比较信任老牌子、一直以来在用、不得不佩服京东的物流速度,comment,小米 手机（2246、1号凌晨买的、5g）
8484451,1,4,44,0.09090909090909091,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 手机（2246、1号凌晨买的、5g）
11107032701,16,7,31,0.22580645161290322,给老人买的、给家里老人买的、老人用、第二次买了、适合老人用、给老人用的,comment,小米 手机（给老人买的、给家里老人买的、老人用、还不错、还可以吧、帮朋友买的）
11107032701,2,5,31,0.16129032258064516,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,小米 手机（给老人买的、给家里老人买的、老人用、还不错、还可以吧、帮朋友买的）
11107032701,1,4,31,0.12903225806451613,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 手机（给老人买的、给家里老人买的、老人用、还不错、还可以吧、帮朋友买的）
11339519481,17,4,29,0.13793103448275862,支持国货、支持国产、相信华为、反应快、一直在用华为手机、一如既往的支持华为手机,comment,华为 手机（支持国货、支持国产、相信华为、手机不错、手机很漂亮、值得购买）
11339519481,1,3,29,0.10344827586206896,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 手机（支持国货、支持国产、相信华为、手机不错、手机很漂亮、值得购买）
11339519481,2,3,29,0.10344827586206896,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 手机（支持国货、支持国产、相信华为、手机不错、手机很漂亮、值得购买）
12764636413,0,11,26,0.4230769230769231,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米6 手机
12764636413,9,2,26,0.07692307692307693,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,小米6 手机
12764636413,26,2,26,0.07692307692307693,上手有点薄、不太好吧、但是机身设计还是很人性化的、但确实性价比很高、供参考、功能很不错,comment,小米6 手机
13521715420,1,3,23,0.13043478260869565,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,手机（手机不错、手机很漂亮、值得购买、还行、45激活的）
13521715420,13,3,23,0.13043478260869565,这也不是什么大问题吧、还行、45激活的、77777、3秒的卡顿、上网速度稍微慢一点,comment,手机（手机不错、手机很漂亮、值得购买、还行、45激活的）
13521715420,2,2,23,0.08695652173913043,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,手机（手机不错、手机很漂亮、值得购买、还行、45激活的）
15612619462,2,5,33,0.15151515151515152,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,魅族 note3 手机
15612619462,1,3,33,0.09090909090909091,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,魅族 note3 手机
15612619462,13,3,33,0.09090909090909091,这也不是什么大问题吧、还行、45激活的、77777、3秒的卡顿、上网速度稍微慢一点,comment,魅族 note3 手机
16290978197,9,2,15,0.13333333333333333,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,华为 手机（手机收到了、手机已收到、物流也很快、屏幕大、屏幕分辨率挺高的、也好看）
16290978197,15,2,15,0.13333333333333333,屏幕大、屏幕分辨率挺高的、也好看、拍照也清晰、喜欢、好用,comment,华为 手机（手机收到了、手机已收到、物流也很快、屏幕大、屏幕分辨率挺高的、也好看）
16290978197,21,2,15,0.13333333333333333,给妈妈买的、给老妈买的、帮妈妈买的、用着还不错、买给妈妈用的、不错功能齐全,comment,华为 手机（手机收到了、手机已收到、物流也很快、屏幕大、屏幕分辨率挺高的、也好看）
19078286246,1,5,28,0.17857142857142858,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
19078286246,2,3,28,0.10714285714285714,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
19078286246,9,3,28,0.10714285714285714,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
20349124505,30,9,33,0.2727272727272727,满意、10手机性能不错、mate10包装盒也很大气、pro手机造型漂亮、0很多新功能、买手机时的选择性太多,comment,华为 mate10 手机
20349124505,3,7,33,0.21212121212121213,支持国产、总之、不吹不黑、麒麟970、值得入手、退了,comment,华为 mate10 手机
20349124505,17,3,33,0.09090909090909091,支持国货、支持国产、相信华为、反应快、一直在用华为手机、一如既往的支持华为手机,comment,华为 mate10 手机
20898196348,1,1,9,0.1111111111111111,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,荣耀 mate8 手机
20898196348,3,1,9,0.1111111111111111,支持国产、总之、不吹不黑、麒麟970、值得入手、退了,comment,荣耀 mate8 手机
20898196348,5,1,9,0.1111111111111111,京东物流就是快、首先这部手机性价比非常高、不多说了、使用了几天才来评价的、手机手感非常满意、摄像头拍照给力,comment,荣耀 mate8 手机
21135280362,2,3,13,0.23076923076923078,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 手机（还不错、还可以吧、帮朋友买的、给老爸买的、老爸很喜欢、给爸爸买的）
21135280362,18,2,13,0.15384615384615385,给老爸买的、老爸很喜欢、给爸爸买的、买给老爸用的、满意、下次还会再来回购的,comment,华为 手机（还不错、还可以吧、帮朋友买的、给老爸买的、老爸很喜欢、给爸爸买的）
21135280362,1,1,13,0.07692307692307693,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 手机（还不错、还可以吧、帮朋友买的、给老爸买的、老爸很喜欢、给爸爸买的）
21845662740,9,4,13,0.3076923076923077,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,华为 note2 手机
21845662740,1,2,13,0.15384615384615385,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 note2 手机
21845662740,2,2,13,0.15384615384615385,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 note2 手机
22863264117,1,5,25,0.2,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 荣耀5 手机
22863264117,6,4,25,0.16,信赖京东、相信京东、是正品、正品、支持京东、一直在京东购物,comment,华为 荣耀5 手机
22863264117,17,3,25,0.12,支持国货、支持国产、相信华为、反应快、一直在用华为手机、一如既往的支持华为手机,comment,华为 荣耀5 手机
25158905369,1,3,15,0.2,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,魅族 手机（手机不错、手机很漂亮、值得购买、物流很快、物流也很快、包装完整）
25158905369,7,2,15,0.13333333333333333,物流很快、物流也很快、包装完整、很好、快递很快、价格便宜,comment,魅族 手机（手机不错、手机很漂亮、值得购买、物流很快、物流也很快、包装完整）
25158905369,31,2,15,0.13333333333333333,一分钱一分货吧、上网不卡、下次再光顾、不要有期待、东芝还可以、也没有变黄,comment,魅族 手机（手机不错、手机很漂亮、值得购买、物流很快、物流也很快、包装完整）
25531193076,9,3,21,0.14285714285714285,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,华为 r11 手机
25531193076,3,2,21,0.09523809523809523,支持国产、总之、不吹不黑、麒麟970、值得入手、退了,comment,华为 r11 手机
25531193076,7,2,21,0.09523809523809523,物流很快、物流也很快、包装完整、很好、快递很快、价格便宜,comment,华为 r11 手机
25774787882,2,6,28,0.21428571428571427,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,oppo r15 手机
25774787882,1,3,28,0.10714285714285714,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,oppo r15 手机
25774787882,7,3,28,0.10714285714285714,物流很快、物流也很快、包装完整、很好、快递很快、价格便宜,comment,oppo r15 手机
25834204287,7,6,29,0.20689655172413793,物流很快、物流也很快、包装完整、很好、快递很快、价格便宜,comment,手机（物流很快、物流也很快、包装完整、手机收到了、手机已收到）
25834204287,9,5,29,0.1724137931034483,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,手机（物流很快、物流也很快、包装完整、手机收到了、手机已收到）
25834204287,1,3,29,0.10344827586206896,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,手机（物流很快、物流也很快、包装完整、手机收到了、手机已收到）
26128018111,1,5,15,0.3333333333333333,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,手机（手机不错、手机很漂亮、值得购买、信赖京东、相信京东、是正品）
26128018111,6,2,15,0.13333333333333333,信赖京东、相信京东、是正品、正品、支持京东、一直在京东购物,comment,手机（手机不错、手机很漂亮、值得购买、信赖京东、相信京东、是正品）
26128018111,11,2,15,0.13333333333333333,给妈妈买的、给老妈买的、妈妈很喜欢、给爸爸买的、送给妈妈的、买给老妈用的,comment,手机（手机不错、手机很漂亮、值得购买、信赖京东、相信京东、是正品）
