sku_id,total_comments,effective_comments,effective_ratio,avg_sentiment,std_sentiment,n_sentiment,pos_ratio,neg_ratio,avg_rating_norm,topic_top1_ratio,volume_factor,generated_name,brand_guess,model_guess
8239683,79,65,0.8227848101265823,0.8213736071036413,0.33859546598168655,65,0.8461538461538461,0.15384615384615385,0.9307692307692308,0.18421052631578946,0.9533970230538987,三星 小米8 手机,三星,小米8
8240587,92,78,0.8478260869565217,0.9260783059856831,0.2071453594606613,78,0.9358974358974359,0.0641025641025641,0.9935897435897436,0.25,0.9943107085039692,华为 a3 手机,华为,a3
8344046,72,51,0.7083333333333334,0.8813935407784348,0.27820122738401837,51,0.8823529411764706,0.11764705882352941,0.9362745098039216,0.3225806451612903,0.8991442566539268,小米 r15 手机,小米,r15
8484451,78,67,0.8589743589743589,0.9255675863919418,0.21472745869949775,67,0.9402985074626866,0.05970149253731343,0.9776119402985075,0.18181818181818182,0.9601903575763702,小米 手机（2246、1号凌晨买的、5g）,小米,
11107032701,44,39,0.8863636363636364,0.8633498483552382,0.26856509113681815,39,0.8717948717948718,0.1282051282051282,1.0,0.22580645161290322,0.8394406953580748,小米 手机（给老人买的、给家里老人买的、老人用、还不错、还可以吧、帮朋友买的）,小米,
11339519481,39,39,1.0,0.870800161208862,0.2820559108223454,39,0.8717948717948718,0.1282051282051282,1.0,0.13793103448275862,0.8394406953580748,华为 手机（支持国货、支持国产、相信华为、手机不错、手机很漂亮、值得购买）,华为,
12764636413,38,36,0.9473684210526315,0.8448927449709218,0.296153519357648,36,0.8611111111111112,0.1388888888888889,0.9166666666666666,0.4230769230769231,0.8216997820545682,小米6 手机,小米,小米6
13521715420,43,40,0.9302325581395349,0.687418267747853,0.37875098795666456,40,0.675,0.325,0.93125,0.13043478260869565,0.8450597415049887,手机（手机不错、手机很漂亮、值得购买、还行、45激活的）,,
15612619462,54,52,0.9629629629629629,0.8996994608583359,0.24518767538108543,52,0.9038461538461539,0.09615384615384616,0.9903846153846154,0.15151515151515152,0.9034788602186173,魅族 note3 手机,魅族,note3
16290978197,24,22,0.9166666666666666,0.9125524805858731,0.21903881682370888,22,0.9545454545454546,0.045454545454545456,1.0,0.13333333333333333,0.7135124575500678,华为 手机（手机收到了、手机已收到、物流也很快、屏幕大、屏幕分辨率挺高的、也好看）,华为,
19078286246,48,43,0.8958333333333334,0.8217323759007592,0.34287920246167286,43,0.8372093023255814,0.16279069767441862,0.9069767441860465,0.17857142857142858,0.8611294614467632,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）,华为,
20349124505,50,49,0.98,0.9832414218357631,0.04606284692158588,49,1.0,0.0,1.0,0.2727272727272727,0.8902191987518279,华为 mate10 手机,华为,mate10
20898196348,30,30,1.0,0.9209828775996963,0.2378338019507416,30,0.9333333333333333,0.06666666666666667,0.9583333333333334,0.1111111111111111,0.7814374643142536,荣耀 mate8 手机,荣耀,mate8
21135280362,22,18,0.8181818181818182,0.9594214757283529,0.07040488795032654,18,1.0,0.0,1.0,0.23076923076923078,0.6700359648115938,华为 手机（还不错、还可以吧、帮朋友买的、给老爸买的、老爸很喜欢、给爸爸买的）,华为,
21845662740,23,23,1.0,0.8586351275444031,0.2455555857545099,23,0.8695652173913043,0.13043478260869565,0.9891304347826086,0.3076923076923077,0.7231973151785931,华为 note2 手机,华为,note2
22863264117,43,35,0.813953488372093,0.8866586478693145,0.24380721165707367,35,0.9142857142857143,0.08571428571428572,0.9714285714285714,0.2,0.8154648767857287,华为 荣耀5 手机,华为,荣耀5
25158905369,28,22,0.7857142857142857,0.743224986447868,0.397287786349551,22,0.7272727272727273,0.2727272727272727,0.8181818181818182,0.2,0.7135124575500678,魅族 手机（手机不错、手机很漂亮、值得购买、物流很快、物流也很快、包装完整）,魅族,
25531193076,32,31,0.96875,0.9299389273979731,0.20282853034897516,31,0.9354838709677419,0.06451612903225806,1.0,0.14285714285714285,0.7886621919643217,华为 r11 手机,华为,r11
25774787882,40,39,0.975,0.9210403890181811,0.20119019073651767,39,0.9487179487179487,0.05128205128205128,1.0,0.21428571428571427,0.8394406953580748,oppo r15 手机,oppo,r15
25834204287,49,44,0.8979591836734694,0.9828121174465526,0.056948984237843336,44,1.0,0.0,1.0,0.20689655172413793,0.8662433801794817,手机（物流很快、物流也很快、包装完整、手机收到了、手机已收到）,,
26128018111,23,23,1.0,0.9467118861882583,0.14545513225845308,23,0.9565217391304348,0.043478260869565216,1.0,0.3333333333333333,0.7231973151785931,手机（手机不错、手机很漂亮、值得购买、信赖京东、相信京东、是正品）,,
26263258528,42,41,0.9761904761904762,0.9218220963801552,0.18184737222252867,41,0.9512195121951219,0.04878048780487805,0.9512195121951219,0.18518518518518517,0.8505433756832199,小米 荣耀7i 手机,小米,荣耀7i
